category_name,product_url,image_link,overview,length,width,features,edge_style,color,shape,material
China Plates,https://www.webstaurantstore.com/steelite-performance-blue-dapple-12-presentation-plate-case/57617100347.html,https://cdnimg.webstaurantstore.com/images/products/large/840016/2852828.jpg,"Ideal for serving shared appetizers or large meat and seafood entrees | Rustic enamelware-inspired design with a bold blue dappled rim | Durable alumina vitrified construction ensures long-lasting performance | Timeless aesthetic that complements both modern and traditional settings | Perfect for upscale casual dining, farm-to-table restaurants, and boutique hotels",,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe","Colored Rim, Wide Rim","Blue, White",Round,China
China Plates,https://www.webstaurantstore.com/steelite-performance-blue-dapple-11-coupe-plate-case/57617100544.html,https://cdnimg.webstaurantstore.com/images/products/large/840003/2853075.jpg,"Ideal for serving large dinner entrees, hearty salads, or sharing platters | Rustic enamelware-inspired design with a bold blue dappled rim | Durable alumina vitrified construction ensures long-lasting performance | Timeless aesthetic that complements both modern and traditional settings | Perfect for upscale casual dining, farm-to-table restaurants, and boutique hotels",,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe","Colored Rim, Coupe","Blue, White",Round,China
China Plates,https://www.webstaurantstore.com/steelite-performance-blue-dapple-11-3-4-service-chop-plate-case/57617100226.html,https://cdnimg.webstaurantstore.com/images/products/large/840071/2852722.jpg,"Ideal for serving main courses, large salads, or shareable appetizers | Rustic enamelware-inspired design with a bold blue dappled rim | Durable alumina vitrified construction ensures long-lasting performance | Timeless aesthetic that complements both modern and traditional settings | Perfect for upscale casual dining, farm-to-table restaurants, and boutique hotels",,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe","Colored Rim, Wide Rim","Blue, White",Round,China
China Plates,https://www.webstaurantstore.com/steelite-performance-blue-dapple-11-3-4-coupe-plate-case/57617100565.html,https://cdnimg.webstaurantstore.com/images/products/large/839973/2852818.jpg,"Ideal for serving large dinner entrees, hearty salads, or sharing platters | Rustic enamelware-inspired design with a bold blue dappled rim | Durable alumina vitrified construction ensures long-lasting performance | Timeless aesthetic that complements both modern and traditional settings | Perfect for upscale casual dining, farm-to-table restaurants, and boutique hotels",,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe","Colored Rim, Coupe","Blue, White",Round,China
China Plates,https://www.webstaurantstore.com/steelite-performance-blue-dapple-10-slimline-plate-case/57617100210.html,https://cdnimg.webstaurantstore.com/images/products/large/840019/2852883.jpg,"Ideal for serving large dinner entrees or hearty salads | Rustic enamelware-inspired design with a bold blue dappled rim | Durable alumina vitrified construction ensures long-lasting performance | Timeless aesthetic that complements both modern and traditional settings | Perfect for upscale casual dining, farm-to-table restaurants, and boutique hotels",,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe","Colored Rim, Wide Rim","Blue, White",Round,China
China Plates,https://www.webstaurantstore.com/steelite-performance-blue-dapple-10-coupe-plate-case/57617100566.html,https://cdnimg.webstaurantstore.com/images/products/large/839854/2852820.jpg,"Ideal for serving large dinner entrees or hearty salads | Rustic enamelware-inspired design with a bold blue dappled rim | Durable alumina vitrified construction ensures long-lasting performance | Timeless aesthetic that complements both modern and traditional settings | Perfect for upscale casual dining, farm-to-table restaurants, and boutique hotels",,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe","Colored Rim, Coupe","Blue, White",Round,China
China Plates,https://www.webstaurantstore.com/steelite-performance-blue-dapple-10-5-8-slimline-plate-case/57617100209.html,https://cdnimg.webstaurantstore.com/images/products/large/840014/2852926.jpg,"Ideal for serving large dinner entrees, hearty salads, or sharing platters | Rustic enamelware-inspired design with a bold blue dappled rim | Durable alumina vitrified construction ensures long-lasting performance | Timeless aesthetic that complements both modern and traditional settings | Perfect for upscale casual dining, farm-to-table restaurants, and boutique hotels",,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe","Colored Rim, Wide Rim","Blue, White",Round,China
China Plates,https://www.webstaurantstore.com/steelite-performance-brown-dapple-11-coupe-plate-case/57617140544.html,https://cdnimg.webstaurantstore.com/images/products/large/821900/2775650.jpg,"Ideal for serving large dinner entrees, hearty salads, or sharing platters | Rustic enamelware-inspired design with a bold brown dappled rim | Durable alumina vitrified construction ensures long-lasting performance | Timeless aesthetic that complements both modern and traditional settings | Perfect for upscale casual dining, farm-to-table restaurants, and boutique hotels",,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe","Colored Rim, Coupe","Brown, White",Round,China
China Plates,https://www.webstaurantstore.com/steelite-performance-brown-dapple-8-coupe-plate-case/57617140567.html,https://cdnimg.webstaurantstore.com/images/products/large/821804/2798647.jpg,"Ideal for serving lunch entrees, salads, or shared appetizers | Rustic enamelware-inspired design with a bold brown dappled rim | Durable alumina vitrified construction ensures long-lasting performance | Timeless aesthetic that complements both modern and traditional settings | Perfect for upscale casual dining, farm-to-table restaurants, and boutique hotels",,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe","Colored Rim, Coupe","Brown, White",Round,China
China Plates,https://www.webstaurantstore.com/steelite-performance-brown-dapple-6-coupe-plate-case/57617140568.html,https://cdnimg.webstaurantstore.com/images/products/large/821860/2775653.jpg,"Ideal for serving small salads, desserts, or fresh baked bread | Rustic enamelware-inspired design with a bold brown dappled rim | Durable alumina vitrified construction ensures long-lasting performance | Timeless aesthetic that complements both modern and traditional settings | Perfect for upscale casual dining, farm-to-table restaurants, and boutique hotels",,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe","Colored Rim, Coupe","Brown, White",Round,China
China Platters and Trays,https://www.webstaurantstore.com/steelite-performance-brown-dapple-8-x-6-3-8-oval-coupe-platter-case/57617140139.html,https://cdnimg.webstaurantstore.com/images/products/large/821943/2775646.jpg,"Ideal for serving small appetizers, sides, or desserts | Rustic enamelware-inspired design with a bold brown dappled rim | Durable alumina vitrified construction ensures long-lasting performance | Timeless aesthetic that complements both modern and traditional settings | Perfect for upscale casual dining, farm-to-table restaurants, and boutique hotels",8 Inches,6 3/8 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe","Colored Rim, Coupe","Brown, White",Oval,China
China Platters and Trays,https://www.webstaurantstore.com/steelite-performance-brown-dapple-8-x-4-rectangle-tray-case/57617140618.html,https://cdnimg.webstaurantstore.com/images/products/large/821873/2775895.jpg,"Ideal for serving appetizers, desserts, or small bites | Rustic enamelware-inspired design with a bold brown dappled rim | Durable alumina vitrified construction ensures long-lasting performance | Timeless aesthetic that complements both modern and traditional settings | Perfect for upscale casual dining, farm-to-table restaurants, and boutique hotels",8 Inches,4 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",Colored Rim,"Brown, White",Rectangle,China
China Platters and Trays,https://www.webstaurantstore.com/steelite-performance-brown-dapple-13-x-7-1-2-rectangle-tray-case/57617140556.html,https://cdnimg.webstaurantstore.com/images/products/large/821844/2775732.jpg,"Ideal for serving appetizers, desserts, or sharing platters | Rustic enamelware-inspired design with a bold brown dappled rim | Durable alumina vitrified construction ensures long-lasting performance | Timeless aesthetic that complements both modern and traditional settings | Perfect for upscale casual dining, farm-to-table restaurants, and boutique hotels",13 Inches,7 1/2 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",Colored Rim,"Brown, White",Rectangle,China
China Platters and Trays,https://www.webstaurantstore.com/steelite-performance-brown-dapple-12-x-9-3-8-oval-coupe-platter-case/57617140142.html,https://cdnimg.webstaurantstore.com/images/products/large/821790/2775647.jpg,"Ideal for serving main courses, shared appetizers, or specialty dishes | Rustic enamelware-inspired design with a bold brown dappled rim | Durable alumina vitrified construction ensures long-lasting performance | Timeless aesthetic that complements both modern and traditional settings | Perfect for upscale casual dining, farm-to-table restaurants, and boutique hotels",12 Inches,9 3/8 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe","Colored Rim, Coupe","Brown, White",Oval,China
China Platters and Trays,https://www.webstaurantstore.com/steelite-performance-brown-dapple-11-x-8-1-2-oval-coupe-platter-case/57617140141.html,https://cdnimg.webstaurantstore.com/images/products/large/821874/2775648.jpg,"Ideal for serving appetizers, smaller entrees, or specialty dishes | Rustic enamelware-inspired design with a bold brown dappled rim | Durable alumina vitrified construction ensures long-lasting performance | Timeless aesthetic that complements both modern and traditional settings | Perfect for upscale casual dining, farm-to-table restaurants, and boutique hotels",11 Inches,8 1/2 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe","Colored Rim, Coupe","Brown, White",Oval,China
China Platters and Trays,https://www.webstaurantstore.com/steelite-performance-brown-dapple-10-5-8-x-6-1-2-rectangle-tray-case/57617140550.html,https://cdnimg.webstaurantstore.com/images/products/large/821749/2775894.jpg,"Ideal for serving appetizers, desserts, or sharing platters | Rustic enamelware-inspired design with a bold brown dappled rim | Durable alumina vitrified construction ensures long-lasting performance | Timeless aesthetic that complements both modern and traditional settings | Perfect for upscale casual dining, farm-to-table restaurants, and boutique hotels",10 5/8 Inches,6 1/2 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",Colored Rim,"Brown, White",Rectangle,China
China Platters and Trays,https://www.webstaurantstore.com/steelite-performance-brown-dapple-10-1-2-square-tray-case/57617140553.html,https://cdnimg.webstaurantstore.com/images/products/large/821776/2775731.jpg,"Ideal for serving appetizers, desserts, or sharing platters | Rustic enamelware-inspired design with a bold brown dappled rim | Durable alumina vitrified construction ensures long-lasting performance | Timeless aesthetic that complements both modern and traditional settings | Perfect for upscale casual dining, farm-to-table restaurants, and boutique hotels",10 1/2 Inches,10 1/2 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",Colored Rim,"Brown, White",Square,China
